Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Original Labels,Source
NC(=O)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)O,NC(=O)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6CC(O)C(O)C(C(=O)O)O6)C(C)(C)C5CCC43C)C2C1,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6CC(O)C(O)C(C(=O)O)O6)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)([P+](=O)[O-])C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)([P+](=O)[O-])C1O,sweet,sweet-like,flavor_db
CC(CCC(O)C(C)(C)OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3C(=O)CC12C,CC(CCC(O)C(C)(C)OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3C(=O)CC12C,sweet,sweet,phytocompounds_db
Cc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(OC3OC(C)C(O)C(O)C3O)c2c1=O,Cc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(OC3OC(C)C(O)C(O)C3O)c2c1=O,sweet,sweet-like,flavor_db
CC(C)CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)O,CC(C)CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db
COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3o2)cc1O,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3o2)cc1O,sweet,sweet-like,flavor_db
C1=CC(=C(C=C1C#N)C=CC(=O)O)O,N#Cc1ccc(O)c(C=CC(=O)O)c1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CCN(CC)c1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,CCN(CC)c1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,sweet,sweet-like,flavor_db
COC1OC(C(O)O)C(O)C(O)C1O,COC1OC(C(O)O)C(O)C(O)C1O,sweet,sweet,flavor_db
CC(NC(=O)C(CC(=O)O)NC(=O)C(N)C(C)O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(NC(=O)C(CC(=O)O)NC(=O)C(N)C(C)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CC(C)C(N)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)C(N)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CCCCCCCCCCCCCC(=O)CC(O)COC(C)=O,CCCCCCCCCCCCCC(=O)CC(O)COC(C)=O,bitter,"Bitter, Bitterness",chemtastes_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)C(O)C1O.O.[Na+].[Na+],Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)C(O)C1O.O.[Na+].[Na+],sweet,sweet-like,flavor_db
CO,CO,undefined,alcoholic,flavor_db
CC1(C)C(=O)C(O)CC2C1=CCC1C2(C)C(=O)CC2(C)C(C(C)(O)C(=O)CC(O)C(C)(C)O)C(O)CC12C,CC1(C)C(=O)C(O)CC2C1=CCC1C2(C)C(=O)CC2(C)C(C(C)(O)C(=O)CC(O)C(C)(C)O)C(O)CC12C,bitter,bitter,phytocompounds_db
CC(=O)OC1C(=O)c2c(O)cc(O)cc2OC1c1ccc(O)cc1,CC(=O)OC1C(=O)c2c(O)cc(O)cc2OC1c1ccc(O)cc1,sweet,sweet,phytocompounds_db
CC1(OC(=O)C=Cc2ccccc2)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12,CC1(OC(=O)C=Cc2ccccc2)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12,bitter,bitter,phytocompounds_db
CCCCCCCCOC1C(CO)OC(OC)C(O)C1O,CCCCCCCCOC1C(CO)OC(OC)C(O)C1O,sweet,sweet,flavor_db
OCC(O)C(O)C(O)C1CO[Sb]O1,OCC(O)C(O)C(O)C1CO[Sb]O1,sweet,sweet,flavor_db
CC(=O)C=CC12OC1(C)CCCC2(C)C,CC(=O)C=CC12OC1(C)CCCC2(C)C,sweet,"berry, powdery, fruit, sweet, woody, fruity, wood, orris, violet",flavor_db
OCC1OC(OC2C(O)COC(O)C2O)C(O)C(O)C1O,OCC1OC(OC2C(O)COC(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)NOS(=O)(=O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)NOS(=O)(=O)O)C(O)C1O,sweet,sweet-like,flavor_db
COCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)OP(=O)(O)OP(=O)(O)O,COCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)OP(=O)(O)OP(=O)(O)O,sweet,sweet-like,flavor_db
CCCC=CC=O,CCCC=CC=O,sweet,"leafy, apple, cheesy, vegetable, fat, banana, rancid, fatty, sweet, plum, fruity, aldehydic, almond, green",flavor_db
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1OC1OC(CO)C(O)C(O)C1O,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db
COC(=O)C(Cc1ccccc1)NC(=O)C(N)CCC(N)=O,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CCC(N)=O,sweet,sweet,flavor_db
COC(=O)C(Cc1ccc(F)cc1)NC(=O)CN,COC(=O)C(Cc1ccc(F)cc1)NC(=O)CN,sweet,sweet,flavor_db
C=C(C)C1CC=C(COC(C)=O)CC1,C=C(C)C1CC=C(COC(C)=O)CC1,undefined,"herbal, spicy",flavor_db
COC1OC(CO)(OC)C(O)C(O)C1O,COC1OC(CO)(OC)C(O)C(O)C1O,sweet,sweet,flavor_db
OCCC(O)C(O)CO,OCCC(O)C(O)CO,sweet,sweet,flavor_db
OCC1OC(OC2(CO)OC(O)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(CO)OC(O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
CC(NC(=O)C(CC(=O)O)NC(=S)Nc1ccc(C#N)cc1)C(=O)NC(C1CC1)C1CC1,CC(NC(=O)C(CC(=O)O)NC(=S)Nc1ccc(C#N)cc1)C(=O)NC(C1CC1)C1CC1,sweet,"Sweet, Sweetness",chemtastes_db
NOCC(=O)C(O)C(O)C(O)CO,NOCC(=O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db
[B]P(=O)(OCC1OC(n2cnc3c(N)nc(Cl)nc32)C(O)C1O)OP(=O)(O)OP(=O)(O)O,[B]P(=O)(OCC1OC(n2cnc3c(N)nc(Cl)nc32)C(O)C1O)OP(=O)(O)OP(=O)(O)O,sweet,sweet-like,flavor_db
CCCCCCC#CC(=O)OC,CCCCCCC#CC(=O)OC,undefined,"floral, cucumber, melon, leaf, violet, green",flavor_db
OCC1CC(O)C(CO)(OC2OC(CO)C(O)C(O)C2O)O1,OCC1CC(O)C(CO)(OC2OC(CO)C(O)C(O)C2O)O1,sweet,sweet-like,flavor_db
CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O,CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db
CCCCCC(O)CC(=O)OCC,CCCCCC(O)CC(=O)OCC,undefined,"floral, fruity, winey",flavor_db
OCC1OC(O)C(O)C1OC1OCC(OC2OCC(O)C(O)C2O)C(O)C1O,OCC1OC(O)C(O)C1OC1OCC(OC2OCC(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)CP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)CP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3C(=CCC4C3(C)CCC3C(C)(C)C(OC5OC(C(=O)O)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5O)CCC34C)C2C1,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3C(=CCC4C3(C)CCC3C(C)(C)C(OC5OC(C(=O)O)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5O)CCC34C)C2C1,sweet,sweet-like,flavor_db
CC(CCC(=O)O)C(=O)O,CC(CCC(=O)O)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CCC(C)C(NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,CCC(C)C(NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(OC2OC(CO)C(O)C(O)C2O)c1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(OC2OC(CO)C(O)C(O)C2O)c1O,sweet,sweet-like,flavor_db
C=C1C(=O)OC2CC3(C)OC3CCC(C)=CC(OC(C)=O)C12,C=C1C(=O)OC2CC3(C)OC3CCC(C)=CC(OC(C)=O)C12,bitter,bitter,phytocompounds_db
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,bitter,"Bitter, Bitterness",chemtastes_db
OCC(O)C(O)C(O)C(O)COC1CC(O)C(O)C(CO)O1,OCC(O)C(O)C(O)C(O)COC1CC(O)C(O)C(CO)O1,sweet,sweet-like,flavor_db
C1=CC=C(C=C1)C(C(=O)O)N,NC(C(=O)O)c1ccccc1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CCCCOc1ccc(NC(=O)N=O)cc1,CCCCOc1ccc(NC(=O)N=O)cc1,sweet,sweet-like,flavor_db
NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db
OCC(O)C1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C1O,OCC(O)C1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C1O,sweet,sweet-like,flavor_db
CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)O)C(C)C,CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)O)C(C)C,sweet,sweet,flavor_db
CC1OC(OC2C(C)OC(CO)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(C)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
CC1OC(OC2C(c3c(O)cc4oc(-c5ccc(O)c(O)c5)cc(=O)c4c3O)OC(CO)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(c3c(O)cc4oc(-c5ccc(O)c(O)c5)cc(=O)c4c3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5C(C)C(C)CCC5(C(=O)O)CCC34C)C2(C)C)C(O)C(O)C1O,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5C(C)C(C)CCC5(C(=O)O)CCC34C)C2(C)C)C(O)C(O)C1O,sweet,sweet-like,flavor_db
C1=CC(=C(C=C1C(=O)C2=CC(=C(C=C2)C(=O)O)C(=O)O)C(=O)O)C(=O)O,O=C(c1ccc(C(=O)O)c(C(=O)O)c1)c1ccc(C(=O)O)c(C(=O)O)c1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
NC(=O)CCC(NC(=O)C(CC(=O)O)NC(=O)C(N)CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,NC(=O)CCC(NC(=O)C(CC(=O)O)NC(=O)C(N)CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CCC(C(=O)O)C(=O)O,CCC(C(=O)O)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
OCC1OC(OC2(O)C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(O)C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
C(=CC1OCCO1)c1ccccc1,C(=CC1OCCO1)c1ccccc1,undefined,"soft, warm, allspice, spicy, cinnamon",flavor_db
CCCCCOC1CC(O)C(O)C(C)O1,CCCCCOC1CC(O)C(O)C(C)O1,sweet,sweet-like,flavor_db
CCC(C)C([NH3+])C(=O)NC(Cc1ccccc1)C(=O)[O-],CCC(C)C([NH3+])C(=O)NC(Cc1ccccc1)C(=O)[O-],sweet,sweet,flavor_db
CC1=CC(=O)C2C(C)CCC3C(C)C(=O)OC3C12,CC1=CC(=O)C2C(C)CCC3C(C)C(=O)OC3C12,bitter,bitter,phytocompounds_db
CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCCN)C(=O)NC(CC(N)=O)C(=O)O,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCCN)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db
CC(C)CC(N)C(=O)NC(C)C(=O)O,CC(C)CC(N)C(=O)NC(C)C(=O)O,bitter,"Bitter, Bitterness",chemtastes_db
CC1OC(OCC2OC(c3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(c3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
Nc1nnnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,Nc1nnnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db
COC(=O)CCSC,COC(=O)CCSC,sweet,"sulfurous, garlic, onion, vegetable, tomato, sweet",flavor_db
CCCCCC=CCCC(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)OC,CCCCCC=CCCC(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)OC,sweet,sweet,flavor_db
CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)O,CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db
CC(C)CCCOc1ccc([N+](=O)[O-])cc1N,CC(C)CCCOc1ccc([N+](=O)[O-])cc1N,sweet,sweet-like,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OOP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OOP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db
CC(C)OCCOc1ccc([N+](=O)[O-])cc1N,CC(C)OCCOc1ccc([N+](=O)[O-])cc1N,sweet,sweet-like,flavor_db
OCC1(O)OC(COC2OCC(O)C(O)C2O)C(O)C1O,OCC1(O)OC(COC2OCC(O)C(O)C2O)C(O)C1O,sweet,sweet-like,flavor_db
CC(NC(=O)C(CC(=O)O)NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)SC1(C)C,CC(NC(=O)C(CC(=O)O)NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)SC1(C)C,sweet,sweet-like,flavor_db
NC(=O)CC(N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,NC(=O)CC(N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
Cc1c(O)c(=O)ccn1C,Cc1c(O)c(=O)ccn1C,bitter,"Very bitter, Bitterness",chemtastes_db
OCC(O)C(CO)OCOC1CC(O)C(O)C(CO)O1,OCC(O)C(CO)OCOC1CC(O)C(O)C(CO)O1,sweet,sweet-like,flavor_db
C=CC(C)(CCC=C(C)CCC=C(C)C)OC(C)=O,C=CC(C)(CCC=C(C)CCC=C(C)C)OC(C)=O,sweet,"citrus, freesia, waxy, fresh, sweet, woody",flavor_db
CC(C)(O)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C,CC(C)(O)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter,bitter,phytocompounds_db
O=[N+]([O-])c1cccc2ccccc12,O=[N+]([O-])c1cccc2ccccc12,bitter,"Bitter, Bitterness",chemtastes_db
CC1OC(OC2C(C)OCC(O)C2O)C(O)CC1O,CC1OC(OC2C(C)OCC(O)C2O)C(O)CC1O,sweet,sweet-like,flavor_db
C(C(C(C(=O)O)N)C(=O)O)C(=O)O,NC(C(=O)O)C(CC(=O)O)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
OCC(O)C(O)C(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O)C(O)CO,OCC(O)C(O)C(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O)C(O)CO,sweet,sweet,flavor_db
CCCC(=O)OCC(CO)NC(=O)C(N)CC(=O)O,CCCC(=O)OCC(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
COC1OC(COCOCCOC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,COC1OC(COCOCCOC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
OCCC(O)C(O)CCO,OCCC(O)C(O)CCO,sweet,sweet,flavor_db
C=CC(O)CC=CCC,C=CC(O)CC=CCC,undefined,"herb, earthy, herbal, earth",flavor_db
Nc1ncnc2c1ncn2C1(Br)OC(COP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1(Br)OC(COP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db
O[CH]CC(O)C(O)CO,O[CH]CC(O)C(O)CO,sweet,sweet-like,flavor_db
CC(=O)C1=C(C(=CC=C1)[N+](=O)[O-])O,CC(=O)c1cccc([N+](=O)[O-])c1O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC(C)(C)OC(=O)CC(N)C(=O)NC(Cc1ccccc1)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)CC(N)C(=O)NC(Cc1ccccc1)C(=O)OC(C)(C)C,sweet,sweet,flavor_db
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CCC4C5(C)CC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)CC(C)(C)C5CCC43C)C2C1,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CCC4C5(C)CC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)CC(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db
COc1ccc(C2Cc3cc(OC)c(OC)c(O)c3C(=O)O2)cc1OC,COc1ccc(C2Cc3cc(OC)c(OC)c(O)c3C(=O)O2)cc1OC,sweet,sweet-like,flavor_db
CC1OC2OC(C)(C)OC2C(O)C1O,CC1OC2OC(C)(C)OC2C(O)C1O,sweet,sweet,flavor_db
OCC1OC(OC2C(O)C(O)COC2(O)CO)C(O)C(O)C1O,OCC1OC(OC2C(O)C(O)COC2(O)CO)C(O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db
C1=CC(=CC(=C1)Br)S(=O)CC(=O)O,O=C(O)C[S+]([O-])c1cccc(Br)c1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC(C)=CCC1=C(O)C(C(=O)CC(C)C)=C(O)C1O,CC(C)=CCC1=C(O)C(C(=O)CC(C)C)=C(O)C1O,bitter,bitter,phytocompounds_db
CCCC(C)C(=O)O,CCCC(C)C(=O)O,sour,"sour, cheese",flavor_db
OCC1OC(OC2CC(O)C(O)C(CO)O2)CC(O)C1O,OCC1OC(OC2CC(O)C(O)C(CO)O2)CC(O)C1O,sweet,sweet,flavor_db
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(N)CC(=O)O)C(=O)O,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(N)CC(=O)O)C(=O)O,sweet,sweet,flavor_db
OCC1OC(OCC(O)C(O)C(O)C(O)COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OCC(O)C(O)C(O)C(O)COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
CCCCC=CC(=O)O,CCCCC=CC(=O)O,undefined,"ether, rancid, fruity, grassy, green",flavor_db
CCCCCCOCC(CO)OC1OC(CO)C(O)C(O)C1O,CCCCCCOCC(CO)OC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
OCOCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,OCOCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,sweet,sweet-like,flavor_db
CN1C(=O)C2=C(NC(=O)C(=O)N2)NC1=O,Cn1c(=O)[nH]c2[nH]c(=O)c(=O)[nH]c2c1=O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
NCC(=O)NC(CS)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,NCC(=O)NC(CS)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CC(C)C(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,CC(C)C(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db
CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(OC)C(OC6CC(OC)C(OC7OC(C)C(OC8OC(CO)C(O)C(O)C8O)C(OC)C7O)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(OC)C(OC6CC(OC)C(OC7OC(C)C(OC8OC(CO)C(O)C(O)C8O)C(OC)C7O)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,bitter,"Bitter, Bitterness",chemtastes_db
CC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,CC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,sweet,sweet,flavor_db
[CH2]C(O)C(O)C(O)CO,[CH2]C(O)C(O)C(O)CO,sweet,sweet-like,flavor_db
COC1C(O)OC(COC2OCC(O)C(O)C2O)C(O)C1OC,COC1C(O)OC(COC2OCC(O)C(O)C2O)C(O)C1OC,sweet,sweet-like,flavor_db
CCOC(=O)c1ccccc1N,CCOC(=O)c1ccccc1N,sweet,"grape, floral, wintergreen, sweet, blossom, orange blossom",flavor_db
C1=C(C(=O)C(=CN1)[N+](=O)[O-])[N+](=O)[O-],O=c1c([N+](=O)[O-])c[nH]cc1[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants
C1=C2C(=CN=C1Cl)NC(=N2)Cl,Clc1cc2[nH]c(Cl)nc2cn1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
COC(=O)C1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4C(=O)C=C4C6CC(C)(C(=O)OC)CCC6(C)CCC45C)C3(C)C)OC(C(=O)OC)C(OC)C2OC)C(OC)C(OC)C1OC,COC(=O)C1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4C(=O)C=C4C6CC(C)(C(=O)OC)CCC6(C)CCC45C)C3(C)C)OC(C(=O)OC)C(OC)C2OC)C(OC)C(OC)C1OC,sweet,sweet-like,flavor_db
N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)Cc2ccccc2)cc1,N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)Cc2ccccc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
N#Cc1ccc(N=C(NCC(=O)O)NCc2ccccc2)cc1,N#Cc1ccc(N=C(NCC(=O)O)NCc2ccccc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
C1=CC(=CC=C1C(=O)O)Cl,O=C(O)c1ccc(Cl)cc1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CN1C(=O)C2=NC=CN=C2N=C1N,Cn1c(N)nc2nccnc2c1=O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
OCC(O)OC(COC1OC(CO)C(O)C(O)C1O)C(O)CO,OCC(O)OC(COC1OC(CO)C(O)C(O)C1O)C(O)CO,sweet,sweet-like,flavor_db
COc1ccc(CCCCc2ccccc2)cc1O,COc1ccc(CCCCc2ccccc2)cc1O,undefined,"Tasteless, Tastelessness",chemtastes_db
C1CCC(=C(C1)C(=O)O)C(=O)O,O=C(O)C1=C(C(=O)O)CCCC1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
NC(=O)C(CC(=O)O)NC(=O)CCCc1ccccc1,NC(=O)C(CC(=O)O)NC(=O)CCCc1ccccc1,sweet,sweet,flavor_db
C1=CC(=C(C=C1Br)C(=O)O)O,O=C(O)c1cc(Br)ccc1O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)O,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)O,sweet,sweet,flavor_db
CCOc1cc(C=O)ccc1OC(=O)C(C)C,CCOc1cc(C=O)ccc1OC(=O)C(C)C,sweet,"chocolate, vanilla, sweet, creamy, milk",flavor_db
CC(C)=CCCC(C)=CCCC(C)=CC=O,CC(C)=CCCC(C)=CCCC(C)=CC=O,undefined,"floral, minty",flavor_db
